Source0,titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source8,source,raison_rejet
TOGO IMMOBILIER,Location résidence à la Caisse,LOCATION,VILLA,la caisse,2600000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces - Lomé,LOCATION,VILLA,lome,2500000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces - Tokoin,LOCATION,VILLA,tokoin,2500000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 chs à Tokoin Forever,LOCATION,VILLA,tokoin,2500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 11 pièces climatisée + jardin + piscine à Togo 2000,LOCATION,VILLA,togo,2200000.0,11,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location villa cité la Caisse,LOCATION,VILLA,non precise,2200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4pièces - La Caisse,LOCATION,VILLA,la caisse,2200000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa avec piscine 03 pièces à la Caisse,LOCATION,VILLA,la caisse,2200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à la citée OUA,LOCATION,VILLA,la,2000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa R+ 2 - Casablanca,LOCATION,VILLA,casablanca,2000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa haut standing a Forever au bord des pavés,LOCATION,VILLA,haut standing a forever au bord des paves,2000000.0,Non spécifié,,CoinAfrique,coinafrique,zone_trop_longue
COIN D'AFRIQUE,Location villa piscine + jardin à Tokoin forever au bord des pavés non loin de la caisse,LOCATION,VILLA,tokoin,2000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces - à la caisse,LOCATION,VILLA,la caisse,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces - cité la caisse,LOCATION,VILLA,non precise,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces à la cité oua,LOCATION,VILLA,la,2000000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 pièces - Tokoin wuiti forever,LOCATION,VILLA,tokoin,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location résidence 10 pièces - Baguida,LOCATION,VILLA,baguida,2000000.0,10,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa résidence piscine louer à lomé togo hedranawoé ville proche goudron aéroport,LOCATION,VILLA,hedzranawoe,2000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 3 chambres salon Résidence de la caisse,LOCATION,VILLA,caisse,2000000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces - Résidence de la caisse,LOCATION,VILLA,residence de la caisse,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces - cité caisse,LOCATION,VILLA,non precise,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex avec piscine et jardin a Totsi,LOCATION,VILLA,totsi,2000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa avec piscine 4 pièces à Tokoin hôpital,LOCATION,VILLA,tokoin,2000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée avec piscine de 3 pièces à kodjoviakopé,LOCATION,VILLA,kodjoviakope,2000000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 pièces - Kodjoviakope,LOCATION,VILLA,kodjoviakope,1800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6pièces - Togo,LOCATION,VILLA,togo,1800000.0,6,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location villa à Totsi,LOCATION,VILLA,totsi,1800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex à Totsi,LOCATION,VILLA,totsi,1800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4chs à Totsi,LOCATION,VILLA,totsi,1800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces avec piscine à Casablanca,LOCATION,VILLA,casablanca,1800000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à la cité la Caisse,LOCATION,VILLA,la,1500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex meublée avec piscine non loin de la Caisse,LOCATION,VILLA,caisse,1500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa - Hedzranawoe,LOCATION,VILLA,hedzranawoe,1500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex à Agbalepedo,LOCATION,VILLA,agbalepedo,1500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à côté de la pharmacie Yembla et de la caisse résidence du Bénin,LOCATION,VILLA,cote de la pharmacie yembla et de la caisse residence du benin,1500000.0,Non spécifié,,CoinAfrique,coinafrique,zone_trop_longue
COIN D'AFRIQUE,Location villa meublée 4 pièces à Nyékonakpoè,LOCATION,VILLA,nyekonakpoe,1500000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à la cité Oua,LOCATION,VILLA,la,1500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 5 pièces à Baguida,LOCATION,VILLA,baguida,1500000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa sous - sol avec piscine meublée de 5 pièces à Baguida,LOCATION,VILLA,sol avec piscine meublee de 5 pieces a baguida,1500000.0,5,,CoinAfrique,coinafrique,zone_trop_longue
COIN D'AFRIQUE,Location villa 5 pièces avec piscine à Forever,LOCATION,VILLA,forever,1500000.0,5,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villas 4 pièces - Lomé,LOCATION,VILLA,lome,1300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces + jardin et piscine - Tokoin protestant,LOCATION,VILLA,tokoin,1300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa piscine + jardin de 4 chambres salon à Tokoin,LOCATION,VILLA,tokoin,1300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa triplex 5 pièces - Kodjoviakope,LOCATION,VILLA,kodjoviakope,1300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 3 pièces - Tokoin,LOCATION,VILLA,tokoin,1300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces à la citée caisse,LOCATION,VILLA,la,1300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 pièces - Cité Millénium,LOCATION,VILLA,non precise,1300000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa - Tokoin,LOCATION,VILLA,tokoin,1300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa triplex avec piscine Kodjoviakope Lomé,LOCATION,VILLA,kodjoviakope,1300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa triplex avec piscine à Kodjoviakope Lomé,LOCATION,VILLA,kodjoviakope lome,1300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à Forever,LOCATION,VILLA,forever,1300000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa avec piscine de 04 pièces à Gtaà gta,LOCATION,VILLA,gtaa gta,1300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 5 pièces - Lomé,LOCATION,VILLA,lome,1300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex à Forever pharmacie,LOCATION,VILLA,forever pharmacie,1300000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa duplex meublé 7 pièces + piscine - Avenou,LOCATION,VILLA,avenou,1200000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces à la résidence Caisse,LOCATION,VILLA,la residence caisse,1200000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 07 pièces - Djidjolé,LOCATION,VILLA,djidjole,1200000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à jardin piscine climatisé a GTA,LOCATION,VILLA,jardin piscine climatise a gta,1200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location Maison de vacances 5 pièces - Adidogomé,LOCATION,VILLA,adidogome,1200000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa piscine à Forever,LOCATION,VILLA,forever,1200000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa meublée 4 pièces à Amadahome Ecobank,LOCATION,VILLA,amadahome,1200000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex de 04 pièces à Amadahome ecobank,LOCATION,VILLA,amadahome,1200000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 8 pieces à Avénou,LOCATION,VILLA,avenou,1100000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex avec piscine à Forever,LOCATION,VILLA,forever,1100000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villas 5 pièces - Lomé,LOCATION,VILLA,lome,1100000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 10 pièces - Agoé,LOCATION,VILLA,agoe,1100000.0,10,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 6 pièces - Lomé,LOCATION,VILLA,lome,1100000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à Lomé précisément Forever,LOCATION,VILLA,forever,1100000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa 4 pièces à Forever),LOCATION,VILLA,forever,1100000.0,4,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa duplex piscine 3 chambres Forever,LOCATION,VILLA,duplex piscine,1100000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,VILLA MEUBLÉE AVEC PISCINE,LOCATION,VILLA,meublee avec piscine,1100000.0,Non spécifié,600.0,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,VILLA MEUBLÉE AVEC PISCINE,LOCATION,VILLA,meublee avec piscine,1100000.0,Non spécifié,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa duplex 3 chambres salon piscine à Lomé,LOCATION,VILLA,lome,1100000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 7 pièces - Kégué fédération,LOCATION,VILLA,kegue,1000000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 5 pièces - Hedranawoé,LOCATION,VILLA,hedzranawoe,1000000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 6 pièces - Hedranawoé,LOCATION,VILLA,hedzranawoe,1000000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à Hedzranawoe,LOCATION,VILLA,hedzranawoe,1000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villas 5 pièces - Lomé,LOCATION,VILLA,lome,1000000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 7 pièces - Adewui,LOCATION,VILLA,adewui,1000000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 6 pièces - Hedranawoe,LOCATION,VILLA,hedzranawoe,1000000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 chambres cité Oua,LOCATION,VILLA,non precise,1000000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex - Hedranawoé,LOCATION,VILLA,hedzranawoe,1000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 12 pièces - Adewi,LOCATION,VILLA,adewui,1000000.0,12,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5pièces - La Caisse,LOCATION,VILLA,la caisse,1000000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex - Hedzranawoé,LOCATION,VILLA,hedzranawoe,1000000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 pièces meublée + piscine et jardin a Baguida bateauvi,LOCATION,VILLA,baguida,1000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces à la Caisse,LOCATION,VILLA,la caisse,1000000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 8 pièces - Hedranawoé,LOCATION,VILLA,hedzranawoe,900000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 chambres salon piscine - Hedranawoe,LOCATION,VILLA,hedzranawoe,900000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces - Novissi,LOCATION,VILLA,novissi,900000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa jardin avec piscine à Nyekonakpoe,LOCATION,VILLA,nyekonakpoe,900000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5pièces avec piscine jardin - Hedranawoé tchinga,LOCATION,VILLA,hedzranawoe tchinga,900000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 8 pièces - Avenou,LOCATION,VILLA,avenou,900000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 3 chambres salon à Tokoin Sotède,LOCATION,VILLA,tokoin,900000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 chambres à Wuiti,LOCATION,VILLA,wuiti,900000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa à Hedrzanwoé,LOCATION,VILLA,hedzranawoe,850000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 7 chambres - Togokme,LOCATION,VILLA,togokme,850000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 7 chambres - Togokome,LOCATION,VILLA,togokome,850000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 3 pièces à Adidoadin,LOCATION,VILLA,adidoadin,850000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces cour unique de 4 chambres - Rue de l'ocam,LOCATION,VILLA,rue de l ocam,800000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex jardin 4 chambres salon à Hedranawoé balcan,LOCATION,VILLA,hedzranawoe balcan,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 5 pièces + piscine a Baguida,LOCATION,VILLA,meublee,800000.0,5,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa 7 pièces - Lomé,LOCATION,VILLA,lome,800000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 8 pièces - kégué,LOCATION,VILLA,kegue,800000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villas 4 pièces - Lomé,LOCATION,VILLA,lome,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 6 pièces - Agodeka,LOCATION,VILLA,agodeka,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 pièces - Kegue,LOCATION,VILLA,kegue,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 chambres salon + jardin à Kegué 14 villas,LOCATION,VILLA,kegue,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 10 pièces - Vakpossito,LOCATION,VILLA,vakpossito,800000.0,10,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 4 pièces - cito - aéroport,LOCATION,VILLA,hedzranawoe aeroport,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublé - Legbassito,LOCATION,VILLA,legbassito,800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6pièces - Kegue,LOCATION,VILLA,kegue,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 3 chambres salon à Tokoin Nukafu,LOCATION,VILLA,tokoin,800000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 6pièces - Kegue,LOCATION,VILLA,kegue,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa piscine avec jardin à Atikoume,LOCATION,VILLA,atikoume,800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa - Tokoin,LOCATION,VILLA,tokoin,800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 9 pièces - Gand Marché De Lomé,LOCATION,VILLA,gand marche de lome,800000.0,9,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 05 pièces à Baguida Luzolin,LOCATION,VILLA,baguida luzolin,800000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa de 04 pièces à Avedji cito,LOCATION,VILLA,avedji cito,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 06 pièces à Hedzranawoe,LOCATION,VILLA,hedzranawoe,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée de 4 pièces avec piscine à adidogomé sagbado,LOCATION,VILLA,adidogome,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 3 pièces à Agoé 2lion,LOCATION,VILLA,agoe,800000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6pièces - Kégué 14 villa,LOCATION,VILLA,kegue,800000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex à Balkan,LOCATION,VILLA,balkan,800000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 chambres salon à Hôtel balkan,LOCATION,VILLA,hotel balkan,800000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 5 pièces - Tokoin,LOCATION,VILLA,tokoin,750000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée - Togo 2000,LOCATION,VILLA,togo 2000,750000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 chambres salon + 2 dépendances à Forever,LOCATION,VILLA,forever,750000.0,4,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa basse 7 pièces a forever,LOCATION,VILLA,basse,750000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée 4 pièces – résidence à baguida,LOCATION,VILLA,baguida,750000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée de 03 pièces à Baguida,LOCATION,VILLA,baguida,750000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 pièces - Novissi,LOCATION,VILLA,novissi,700000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 chambres à Tokoin forever,LOCATION,VILLA,tokoin,700000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 3 chambres jardin à Novissi,LOCATION,VILLA,novissi,700000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 chambres 2 salon à Tokoin forever,LOCATION,VILLA,tokoin,700000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 chambres 2 salons Noukafou pas loin de la pharmacie,LOCATION,VILLA,pharmacie,700000.0,6,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location villa - Hedzranawé :+228 99 25 60 08,LOCATION,VILLA,hedzranawoe,700000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 pièces - Novissi,LOCATION,VILLA,novissi,700000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 pièces - Lomé,LOCATION,VILLA,lome,700000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 8 pièces - Hedjranawoé Sagboville,LOCATION,VILLA,hedjranawoe sagboville,700000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex avec jardin à la Novissi,LOCATION,VILLA,la novissi,700000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa de 05 pièces à Hedzranawoe sagboville,LOCATION,VILLA,hedzranawoe sagboville,700000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 6 pièces avec piscine à kégué kpatcha,LOCATION,VILLA,kegue,700000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 8 pièces a bailler a Agbolopedo,LOCATION,VILLA,agbalepedo,650000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,A louer une villa avec piscine + jardin - Ablogamé sarakawa,LOCATION,VILLA,ablogame,650000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 8pièces - Adidogomé wonyomé,LOCATION,VILLA,adidogome,650000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa avec piscine de 04 pièces à ablogame,LOCATION,VILLA,ablogame,650000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa meublée avec piscine à Entreprise l'union,LOCATION,VILLA,entreprise l union,600000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 4 pièces à Djidjolé,LOCATION,VILLA,djidjole,600000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 8 pièces - Klikamé,LOCATION,VILLA,klikame,600000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 8 pièces + jardin à Tokoin hôpital,LOCATION,VILLA,tokoin,600000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 2 pièces entreprise de l'union,LOCATION,VILLA,entreprise l union,600000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 08 pièces - Nukafu,LOCATION,VILLA,nukafu,600000.0,8,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 5 pièces - Lomé,LOCATION,VILLA,lome,600000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa triplex 10 pièces à Nyékonakpoe,LOCATION,VILLA,nyekonakpoe,600000.0,10,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 4 pièces - Agoè 2 Lion,LOCATION,VILLA,agoe,600000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa triplex 10chambre 2 salon - Nyekonakpoè,LOCATION,VILLA,nyekonakpoe,600000.0,10,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa duplex 7 chambres salon à Agoé Sogbossito derrière coris banque,LOCATION,VILLA,sogbossito,600000.0,7,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location villa 2 lots avec piscine et jardin à Ablogamé Sarakawa,LOCATION,VILLA,ablogame,600000.0,Non spécifié,1200.0,CoinAfrique,coinafrique,prix_m2_trop_bas
COIN D'AFRIQUE,Location villa 5 pièces - Noukafu,LOCATION,VILLA,noukafu,600000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
